hangul,kanji,font0_slot_index,font0_page,font0_u0,font0_v0,font1_slot_index,font1_page,font1_u0,font1_v0,code_hex_font0,code_hex_font1
슝,憐,2910,1,0.549585,0.791402,1631,14,0.806058,0.322423,0x00E68690,0x00E68690
스,意,54,0,0.087934,0.395701,23,3,0.806058,0.161212,0x00E6848F,0x00E6848F
슥,練,2914,1,0.637518,0.791402,1632,14,0.886663,0.322423,0x00E7B7B4,0x00E7B7B4
슨,嬢,1395,1,0.879336,0.043967,789,8,0.644846,0.483635,0x00E5ACA2,0x00E5ACA2
슬,銀,633,0,0.945286,0.659502,349,5,0,0.483635,0x00E98A80,0x00E98A80
슭,蓮,2916,1,0.681485,0.791402,1633,14,0,0.403029,0x00E893AE,0x00E893AE
슴,連,2917,1,0.703469,0.791402,1634,14,0.080606,0.403029,0x00E980A3,0x00E980A3
습,隠,98,0,0.06595,0.417684,47,3,0.806058,0.322423,0x00E99AA0,0x00E99AA0
슷,錬,2918,1,0.725452,0.791402,1635,14,0.161212,0.403029,0x00E98CAC,0x00E98CAC
승,何,220,0,0.769419,0.461651,111,3,0.161212,0.806058,0x00E4BD95,0x00E4BD95
시,畏,59,0,0.197851,0.395701,27,3,0.161212,0.241817,0x00E7958F,0x00E7958F
식,甘,414,0,0.087934,0.571568,212,4,0.56424,0.483635,0x00E79498,0x00E79498
신,縁,174,0,0.747435,0.439668,84,3,0.886663,0.56424,0x00E7B881,0x00E7B881
싣,呂,2919,1,0.747435,0.791402,1636,14,0.241817,0.403029,0x00E59182,0x00E59182
실,含,439,0,0.637518,0.571568,227,4,0.806058,0.56424,0x00E590AB,0x00E590AB
싫,賂,2923,1,0.835369,0.791402,1637,14,0.322423,0.403029,0x00E8B382,0x00E8B382
심,噛,373,0,0.175867,0.549585,191,4,0.806058,0.322423,0x00E5999B,0x00E5999B
십,砦,995,0,0,0.857352,560,6,0.56424,0.886663,0x00E7A0A6,0x00E7A0A6
싯,将,1330,1,0.439668,0.021983,754,8,0.725452,0.241817,0x00E5B086,0x00E5B086
싱,冊,1034,0,0.857352,0.857352,579,7,0.161212,0.080606,0x00E5868A,0x00E5868A
싶,検,754,0,0.637518,0.725452,420,5,0.886663,0.886663,0x00E6A49C,0x00E6A49C
싸,係,683,0,0.06595,0.703469,373,5,0,0.644846,0x00E4BF82,0x00E4BF82
싹,射,1174,0,0.967269,0.923302,660,7,0.886663,0.56424,0x00E5B084,0x00E5B084
싻,路,2924,1,0.857352,0.791402,1638,14,0.403029,0.403029,0x00E8B7AF,0x00E8B7AF
싼,露,2925,1,0.879336,0.791402,1639,14,0.483635,0.403029,0x00E99CB2,0x00E99CB2
쌀,労,2926,1,0.901319,0.791402,1640,14,0.56424,0.403029,0x00E58AB4,0x00E58AB4
쌈,弄,2929,1,0.967269,0.791402,1641,14,0.644846,0.403029,0x00E5BC84,0x00E5BC84
쌉,楼,2931,1,0.021983,0.813385,1642,14,0.725452,0.403029,0x00E6A5BC,0x00E6A5BC
쌌,浪,2933,1,0.06595,0.813385,1643,14,0.806058,0.403029,0x00E6B5AA,0x00E6B5AA
쌍,均,614,0,0.527601,0.659502,341,5,0.322423,0.403029,0x00E59D87,0x00E59D87
쌓,采,992,0,0.923302,0.835369,558,6,0.403029,0.886663,0x00E98787,0x00E98787
쌔,漏,2934,1,0.087934,0.813385,1644,14,0.886663,0.403029,0x00E6BC8F,0x00E6BC8F
쌕,牢,2935,1,0.109917,0.813385,1645,14,0,0.483635,0x00E789A2,0x00E789A2
쌘,狼,2936,1,0.1319,0.813385,1646,14,0.080606,0.483635,0x00E78BBC,0x00E78BBC
쌜,老,2938,1,0.175867,0.813385,1647,14,0.161212,0.483635,0x00E88081,0x00E88081
쌤,郎,2941,1,0.241817,0.813385,1648,14,0.241817,0.483635,0x00E9838E,0x00E9838E
쌥,六,2942,1,0.263801,0.813385,1649,14,0.322423,0.483635,0x00E585AD,0x00E585AD
쌨,録,2946,1,0.351734,0.813385,1650,14,0.403029,0.483635,0x00E98CB2,0x00E98CB2
쌩,論,2947,1,0.373718,0.813385,1651,14,0.483635,0.483635,0x00E8AB96,0x00E8AB96
썅,和,2949,1,0.417684,0.813385,1652,14,0.56424,0.483635,0x00E5928C,0x00E5928C
써,肯,893,0,0.725452,0.791402,495,6,0.161212,0.483635,0x00E882AF,0x00E882AF
썩,話,2950,1,0.439668,0.813385,1653,14,0.644846,0.483635,0x00E8A9B1,0x00E8A9B1
썬,賄,2952,1,0.483635,0.813385,1654,14,0.725452,0.483635,0x00E8B384,0x00E8B384
썰,惑,2954,1,0.527601,0.813385,1655,14,0.806058,0.483635,0x00E68391,0x00E68391
썲,枠,2955,1,0.549585,0.813385,1656,14,0.886663,0.483635,0x00E69EA0,0x00E69EA0
썸,鷲,2956,1,0.571568,0.813385,1657,14,0,0.56424,0x00E9B7B2,0x00E9B7B2
썹,詫,2960,1,0.659502,0.813385,1658,14,0.080606,0.56424,0x00E8A9AB,0x00E8A9AB
썼,腕,2966,1,0.791402,0.813385,1659,14,0.161212,0.56424,0x00E88595,0x00E88595
썽,仄,2994,1,0.417684,0.835369,1660,14,0.241817,0.56424,0x00E4BB84,0x00E4BB84
쎄,佇,3008,1,0.725452,0.835369,1661,14,0.322423,0.56424,0x00E4BD87,0x00E4BD87
쎈,儘,3020,1,0,0.857352,1662,14,0.403029,0.56424,0x00E58498,0x00E58498
쎌,傀,3056,1,0.791402,0.857352,1663,14,0.483635,0.56424,0x00E58280,0x00E58280
쏀,傲,3060,1,0.879336,0.857352,1664,14,0.56424,0.56424,0x00E582B2,0x00E582B2
쏘,捨,1175,0,0,0.945286,661,7,0,0.644846,0x00E68DA8,0x00E68DA8
쏙,僭,3068,1,0.06595,0.879336,1665,14,0.644846,0.56424,0x00E583AD,0x00E583AD
쏜,儂,3075,1,0.219834,0.879336,1666,14,0.725452,0.56424,0x00E58482,0x00E58482
쏟,思,1090,0,0.109917,0.901319,614,7,0.080606,0.322423,0x00E6809D,0x00E6809D
쏠,儡,3080,1,0.329751,0.879336,1667,14,0.806058,0.56424,0x00E584A1,0x00E584A1
쏢,刹,3135,1,0.549585,0.901319,1668,14,0.886663,0.56424,0x00E588B9,0x00E588B9
쏨,吼,3221,1,0.461651,0.945286,1669,14,0,0.644846,0x00E590BC,0x00E590BC
쏩,吶,3223,1,0.505618,0.945286,1670,14,0.080606,0.644846,0x00E590B6,0x00E590B6
쏭,咎,3229,1,0.637518,0.945286,1671,14,0.161212,0.644846,0x00E5928E,0x00E5928E
쏴,呟,3230,1,0.659502,0.945286,1672,14,0.241817,0.644846,0x00E5919F,0x00E5919F
쏵,呷,3232,1,0.703469,0.945286,1673,14,0.322423,0.644846,0x00E591B7,0x00E591B7
쏸,呻,3235,1,0.769419,0.945286,1674,14,0.403029,0.644846,0x00E591BB,0x00E591BB
쐈,咆,3240,1,0.879336,0.945286,1675,14,0.483635,0.644846,0x00E59286,0x00E59286
쐐,咬,3245,1,0,0.967269,1676,14,0.56424,0.644846,0x00E592AC,0x00E592AC
쐤,哮,3260,1,0.329751,0.967269,1677,14,0.644846,0.644846,0x00E593AE,0x00E593AE
쐬,喊,3279,1,0.747435,0.967269,1678,14,0.725452,0.644846,0x00E5968A,0x00E5968A
쐰,啼,3286,1,0.901319,0.967269,1679,14,0.806058,0.644846,0x00E595BC,0x00E595BC
쐴,嗅,3292,2,0.043967,0,1680,14,0.886663,0.644846,0x00E59785,0x00E59785
쐼,嗜,3295,2,0.109917,0,1681,14,0,0.725452,0x00E5979C,0x00E5979C
쐽,噪,3316,2,0.571568,0,1682,14,0.080606,0.725452,0x00E599AA,0x00E599AA
쑈,囃,3330,2,0.879336,0,1683,14,0.161212,0.725452,0x00E59B83,0x00E59B83
쑤,囓,3335,2,0,0.021983,1684,14,0.241817,0.725452,0x00E59B93,0x00E59B93
쑥,囮,3337,2,0.043967,0.021983,1685,14,0.322423,0.725452,0x00E59BAE,0x00E59BAE
쑨,國,3344,2,0.197851,0.021983,1686,14,0.403029,0.725452,0x00E59C8B,0x00E59C8B
쑬,壺,3410,2,0.659502,0.043967,1687,14,0.483635,0.725452,0x00E5A3BA,0x00E5A3BA
쑴,奢,3432,2,0.153884,0.06595,1688,14,0.56424,0.725452,0x00E5A5A2,0x00E5A5A2
쑵,嬌,3476,2,0.1319,0.087934,1689,14,0.644846,0.725452,0x00E5AC8C,0x00E5AC8C
쑹,嬲,3479,2,0.197851,0.087934,1690,14,0.725452,0.725452,0x00E5ACB2,0x00E5ACB2
쒀,嬪,3481,2,0.241817,0.087934,1691,14,0.806058,0.725452,0x00E5ACAA,0x00E5ACAA
쒔,峙,3551,2,0.791402,0.109917,1692,14,0.886663,0.725452,0x00E5B399,0x00E5B399
쒜,巫,3594,2,0.747435,0.1319,1693,14,0,0.806058,0x00E5B7AB,0x00E5B7AB
쒸,彷,3663,2,0.285784,0.175867,1694,14,0.080606,0.806058,0x00E5BDB7,0x00E5BDB7
쒼,徨,3675,2,0.549585,0.175867,1695,14,0.161212,0.806058,0x00E5BEA8,0x00E5BEA8
쓩,恃,3708,2,0.285784,0.197851,1696,14,0.241817,0.806058,0x00E68183,0x00E68183
쓰,飴,28,0,0.505618,0.373718,10,3,0.725452,0.080606,0x00E9A3B4,0x00E9A3B4
쓱,悴,3730,2,0.769419,0.197851,1697,14,0.322423,0.806058,0x00E682B4,0x00E682B4
쓴,書,1304,1,0.857352,0,739,8,0.483635,0.161212,0x00E69BB8,0x00E69BB8
쓸,識,1146,0,0.351734,0.923302,648,7,0.886663,0.483635,0x00E8AD98,0x00E8AD98
쓺,愕,3737,2,0.923302,0.197851,1698,14,0.403029,0.806058,0x00E68495,0x00E68495
쓿,慄,3761,2,0.461651,0.219834,1699,14,0.483635,0.806058,0x00E68584,0x00E68584
씀,憔,3780,2,0.879336,0.219834,1700,14,0.56424,0.806058,0x00E68694,0x00E68694
씁,憑,3783,2,0.945286,0.219834,1701,14,0.644846,0.806058,0x00E68691,0x00E68691
씌,憫,3784,2,0.967269,0.219834,1702,14,0.725452,0.806058,0x00E686AB,0x00E686AB
씐,拉,3851,2,0.461651,0.263801,1703,14,0.806058,0.806058,0x00E68B89,0x00E68B89
씔,掟,3873,2,0.945286,0.263801,1704,14,0.886663,0.806058,0x00E68E9F,0x00E68E9F
씜,揉,3882,2,0.153884,0.285784,1705,14,0,0.886663,0x00E68F89,0x00E68F89
씨,商,1323,1,0.285784,0.021983,750,8,0.403029,0.241817,0x00E59586,0x00E59586
씩,器,456,0,0.021983,0.593552,236,4,0.56424,0.644846,0x00E599A8,0x00E599A8
씬,柔,1255,0,0.769419,0.967269,715,8,0.483635,0,0x00E69F94,0x00E69F94
씰,攪,3900,2,0.549585,0.285784,1706,14,0.080606,0.886663,0x00E694AA,0x00E694AA
씸,撓,3902,2,0.593552,0.285784,1707,14,0.161212,0.886663,0x00E69293,0x00E69293
씹,攫,3934,2,0.307767,0.307767,1708,14,0.241817,0.886663,0x00E694AB,0x00E694AB
씻,惹,1199,0,0.527601,0.945286,676,7,0.241817,0.725452,0x00E683B9,0x00E683B9
씽,暈,3990,2,0.549585,0.329751,1709,14,0.322423,0.886663,0x00E69A88,0x00E69A88
아,違,68,0,0.395701,0.395701,32,3,0.56424,0.241817,0x00E98195,0x00E98195
악,狂,589,0,0.967269,0.637518,323,5,0.806058,0.241817,0x00E78B82,0x00E78B82
안,貫,428,0,0.395701,0.571568,220,4,0.241817,0.56424,0x00E8B2AB,0x00E8B2AB
앉,術,1272,1,0.153884,0,725,8,0.322423,0.080606,0x00E8A193,0x00E8A193
않,慣,400,0,0.769419,0.549585,203,4,0.806058,0.403029,0x00E685A3,0x00E685A3
알,掬,508,0,0.175867,0.615535,270,4,0.403029,0.886663,0x00E68EAC,0x00E68EAC
앍,曰,4009,2,0.967269,0.329751,1710,14,0.403029,0.886663,0x00E69BB0,0x00E69BB0
앎,橙,4178,2,0.725452,0.417684,1711,14,0.483635,0.886663,0x00E6A999,0x00E6A999
앓,檻,4191,2,0.021983,0.439668,1712,14,0.56424,0.886663,0x00E6AABB,0x00E6AABB
암,酵,905,0,0,0.813385,502,6,0.725452,0.483635,0x00E985B5,0x00E985B5
압,血,735,0,0.219834,0.725452,408,5,0.886663,0.806058,0x00E8A180,0x00E8A180
앗,材,1005,0,0.219834,0.857352,568,7,0.241817,0,0x00E69D90,0x00E69D90
았,拳,752,0,0.593552,0.725452,419,5,0.806058,0.886663,0x00E68BB3,0x00E68BB3
앙,五,815,0,0,0.769419,457,6,0,0.241817,0x00E4BA94,0x00E4BA94
앝,鬱,4209,2,0.417684,0.439668,1713,14,0.644846,0.886663,0x00E9ACB1,0x00E9ACB1
앞,形,692,0,0.263801,0.703469,379,5,0.483635,0.644846,0x00E5BDA2,0x00E5BDA2
애,群,677,0,0.923302,0.681485,370,5,0.725452,0.56424,0x00E7BEA4,0x00E7BEA4
액,緊,624,0,0.747435,0.659502,344,5,0.56424,0.403029,0x00E7B78A,0x00E7B78A
앤,殲,4239,2,0.087934,0.461651,1714,14,0.725452,0.886663,0x00E6AEB2,0x00E6AEB2
앨,濤,4307,2,0.593552,0.483635,1715,14,0.806058,0.886663,0x00E6BFA4,0x00E6BFA4
앰,渾,4335,2,0.219834,0.505618,1716,14,0.886663,0.886663,0x00E6B8BE,0x00E6B8BE
앱,城,1392,1,0.813385,0.043967,787,8,0.483635,0.483635,0x00E59F8E,0x00E59F8E
앳,溟,4364,2,0.857352,0.505618,1717,15,0,0,0x00E6BA9F,0x00E6BA9F
앴,煌,4450,2,0.769419,0.549585,1718,15,0.080606,0,0x00E7858C,0x00E7858C
앵,絞,889,0,0.637518,0.791402,493,6,0,0.483635,0x00E7B59E,0x00E7B59E
야,因,89,0,0.857352,0.395701,43,3,0.483635,0.322423,0x00E59BA0,0x00E59BA0
약,歓,408,0,0.945286,0.549585,208,4,0.241817,0.483635,0x00E6AD93,0x00E6AD93
얀,床,1335,1,0.549585,0.021983,758,8,0.080606,0.322423,0x00E5BA8A,0x00E5BA8A
얄,燻,4454,2,0.857352,0.549585,1719,15,0.161212,0,0x00E787BB,0x00E787BB
얇,燗,4459,2,0.967269,0.549585,1720,15,0.241817,0,0x00E78797,0x00E78797
얌,爛,4475,2,0.329751,0.571568,1721,15,0.322423,0,0x00E7889B,0x00E7889B
얍,狡,4506,2,0.021983,0.593552,1722,15,0.403029,0,0x00E78BA1,0x00E78BA1
얏,珀,4535,2,0.659502,0.593552,1723,15,0.483635,0,0x00E78F80,0x00E78F80
양,感,399,0,0.747435,0.549585,202,4,0.725452,0.403029,0x00E6849F,0x00E6849F
얕,渋,1257,0,0.813385,0.967269,716,8,0.56424,0,0x00E6B88B,0x00E6B88B
얗,琥,4542,2,0.813385,0.593552,1724,15,0.56424,0,0x00E790A5,0x00E790A5
얘,璧,4560,2,0.219834,0.615535,1725,15,0.644846,0,0x00E792A7,0x00E792A7
얜,痍,4620,2,0.549585,0.637518,1726,15,0.725452,0,0x00E7978D,0x00E7978D
얠,瘤,4642,2,0.043967,0.659502,1727,15,0.806058,0,0x00E798A4,0x00E798A4
얩,癪,4655,2,0.329751,0.659502,1728,15,0.886663,0,0x00E799AA,0x00E799AA
어,羽,104,0,0.197851,0.417684,50,3,0.080606,0.403029,0x00E7BEBD,0x00E7BEBD
억,決,731,0,0.1319,0.725452,404,5,0.56424,0.806058,0x00E6B1BA,0x00E6B1BA
언,経,707,0,0.593552,0.703469,388,5,0.241817,0.725452,0x00E7B58C,0x00E7B58C
얹,眩,4691,2,0.1319,0.681485,1729,15,0,0.166835,0x00E79CA9,0x00E79CA9
얻,職,1417,1,0.373718,0.06595,801,8,0.644846,0.56424,0x00E881B7,0x00E881B7
얼,敬,700,0,0.439668,0.703469,384,5,0.886663,0.644846,0x00E695AC,0x00E695AC
얽,睨,4701,2,0.351734,0.681485,1730,15,0.080606,0.166835,0x00E79DA8,0x00E79DA8
얾,瞑,4710,2,0.549585,0.681485,1731,15,0.161212,0.166835,0x00E79E91,0x00E79E91
엄,剛,915,0,0.219834,0.813385,508,6,0.241817,0.56424,0x00E5899B,0x00E5899B
업,侍,1123,0,0.835369,0.901319,635,7,0.806058,0.403029,0x00E4BE8D,0x00E4BE8D
없,緩,420,0,0.219834,0.571568,217,4,0,0.56424,0x00E7B7A9,0x00E7B7A9
엇,矜,4724,2,0.857352,0.681485,1732,15,0.241817,0.166835,0x00E79F9C,0x00E79F9C
었,覚,331,0,0.241817,0.527601,173,4,0.322423,0.241817,0x00E8A69A,0x00E8A69A
엉,矮,4726,2,0.901319,0.681485,1733,15,0.322423,0.166835,0x00E79FAE,0x00E79FAE
엊,礪,4732,2,0.043967,0.703469,1734,15,0.403029,0.166835,0x00E7A4AA,0x00E7A4AA
엌,碌,4739,2,0.197851,0.703469,1735,15,0.483635,0.166835,0x00E7A28C,0x00E7A28C
엎,祀,4763,2,0.725452,0.703469,1736,15,0.56424,0.166835,0x00E7A580,0x00E7A580
에,綾,30,0,0.549585,0.373718,11,3,0.806058,0.080606,0x00E7B6BE,0x00E7B6BE
엑,祠,4764,2,0.747435,0.703469,1737,15,0.644846,0.166835,0x00E7A5A0,0x00E7A5A0
엔,苦,641,0,0.1319,0.681485,352,5,0.241817,0.483635,0x00E88BA6,0x00E88BA6
엘,祟,4766,2,0.791402,0.703469,1738,15,0.725452,0.166835,0x00E7A59F,0x00E7A59F
엠,籠,4884,2,0.417684,0.769419,1739,15,0.806058,0.166835,0x00E7B1A0,0x00E7B1A0
엡,綺,4966,2,0.241817,0.813385,1740,15,0.886663,0.166835,0x00E7B6BA,0x00E7B6BA
엣,試,1113,0,0.615535,0.901319,628,7,0.241817,0.403029,0x00E8A9A6,0x00E8A9A6
엥,罠,5045,2,0,0.857352,1741,15,0,0.33367,0x00E7BDA0,0x00E7BDA0
여,各,321,0,0.021983,0.527601,168,4,0.886663,0.161212,0x00E59084,0x00E59084
역,脅,593,0,0.06595,0.659502,326,5,0.080606,0.322423,0x00E88485,0x00E88485
엮,羞,5057,2,0.263801,0.857352,1742,15,0.080606,0.33367,0x00E7BE9E,0x00E7BE9E
연,雲,127,0,0.703469,0.417684,58,3,0.725452,0.403029,0x00E99BB2,0x00E99BB2
열,丘,525,0,0.549585,0.615535,279,5,0.161212,0,0x00E4B898,0x00E4B898
엶,翔,5072,2,0.593552,0.857352,1743,15,0.161212,0.33367,0x00E7BF94,0x00E7BF94
엷,翡,5073,2,0.615535,0.857352,1744,15,0.241817,0.33367,0x00E7BFA1,0x00E7BFA1
염,喉,849,0,0.747435,0.769419,476,6,0.56424,0.322423,0x00E59689,0x00E59689
엽,焦,1356,1,0.021983,0.043967,767,8,0.806058,0.322423,0x00E784A6,0x00E784A6
엾,臑,5162,2,0.593552,0.901319,1745,15,0.322423,0.33367,0x00E88791,0x00E88791
엿,縦,1259,0,0.857352,0.967269,718,8,0.725452,0,0x00E7B8A6,0x00E7B8A6
였,刻,926,0,0.461651,0.813385,514,6,0.725452,0.56424,0x00E588BB,0x00E588BB
영,観,426,0,0.351734,0.571568,219,4,0.161212,0.56424,0x00E8A6B3,0x00E8A6B3
옅,沼,1351,1,0.901319,0.021983,764,8,0.56424,0.322423,0x00E6B2BC,0x00E6B2BC
옆,舐,5179,2,0.967269,0.901319,1746,15,0.403029,0.33367,0x00E88890,0x00E88890
옇,薔,5328,3,0.285784,0,1747,15,0.483635,0.33367,0x00E89694,0x00E89694
예,距,558,0,0.285784,0.637518,305,5,0.322423,0.161212,0x00E8B79D,0x00E8B79D
옌,藪,5330,3,0.329751,0,1748,15,0.56424,0.33367,0x00E897AA,0x00E897AA
옐,薇,5331,3,0.351734,0,1749,15,0.644846,0.33367,0x00E89687,0x00E89687
옘,蟲,5431,3,0.571568,0.083411,1750,15,0.725452,0.33367,0x00E89FB2,0x00E89FB2
옙,蠢,5443,3,0.835369,0.083411,1751,15,0.806058,0.33367,0x00E8A0A2,0x00E8A0A2
옛,住,1250,0,0.659502,0.967269,712,8,0.241817,0,0x00E4BD8F,0x00E4BD8F
옜,覿,5526,3,0.681485,0.166821,1752,15,0.886663,0.33367,0x00E8A6BF,0x00E8A6BF
오,遺,69,0,0.417684,0.395701,33,3,0.644846,0.241817,0x00E981BA,0x00E981BA
옥,合,918,0,0.285784,0.813385,511,6,0.483635,0.56424,0x00E59088,0x00E59088
온,悔,278,0,0.06595,0.505618,148,4,0.241817,0.080606,0x00E68294,0x00E68294
올,協,573,0,0.615535,0.637518,313,5,0,0.241817,0x00E58D94,0x00E58D94
옭,諫,5565,3,0.549585,0.208526,1753,15,0,0.500506,0x00E8ABAB,0x00E8ABAB
옮,貶,5640,3,0.219834,0.291937,1754,15,0.080606,0.500506,0x00E8B2B6,0x00E8B2B6
옰,賤,5643,3,0.285784,0.291937,1755,15,0.161212,0.500506,0x00E8B3A4,0x00E8B3A4
옳,贄,5649,3,0.417684,0.291937,1756,15,0.241817,0.500506,0x00E8B484,0x00E8B484
옴,掌,1341,1,0.681485,0.021983,761,8,0.322423,0.322423,0x00E68E8C,0x00E68E8C
옵,子,1085,0,0,0.901319,609,7,0.644846,0.241817,0x00E5AD90,0x00E5AD90
옷,価,222,0,0.813385,0.461651,112,3,0.241817,0.806058,0x00E4BEA1,0x00E4BEA1
옹,象,1378,1,0.505618,0.043967,779,8,0.806058,0.403029,0x00E8B1A1,0x00E8B1A1
옻,贅,5650,3,0.439668,0.291937,1757,15,0.322423,0.500506,0x00E8B485,0x00E8B485
와,穏,215,0,0.659502,0.461651,106,3,0.725452,0.725452,0x00E7A98F,0x00E7A98F
왁,蹂,5688,3,0.285784,0.333642,1758,15,0.403029,0.500506,0x00E8B982,0x00E8B982
완,給,546,0,0.021983,0.637518,295,5,0.483635,0.080606,0x00E7B5A6,0x00E7B5A6
왈,質,1162,0,0.703469,0.923302,656,7,0.56424,0.56424,0x00E8B3AA,0x00E8B3AA
왐,躇,5708,3,0.725452,0.333642,1759,15,0.483635,0.500506,0x00E8BA87,0x00E8BA87
왑,躊,5712,3,0.813385,0.333642,1760,15,0.56424,0.500506,0x00E8BA8A,0x00E8BA8A
왓,躙,5716,3,0.901319,0.333642,1761,15,0.644846,0.500506,0x00E8BA99,0x00E8BA99
왔,誤,830,0,0.329751,0.769419,467,6,0.806058,0.241817,0x00E8AAA4,0x00E8AAA4
왕,順,1294,1,0.637518,0,734,8,0.080606,0.161212,0x00E9A086,0x00E9A086
왜,躰,5720,3,0,0.375348,1762,15,0.725452,0.500506,0x00E8BAB0,0x00E8BAB0
왝,躾,5723,3,0.06595,0.375348,1763,15,0.806058,0.500506,0x00E8BABE,0x00E8BABE
왠,軋,5726,3,0.1319,0.375348,1764,15,0.886663,0.500506,0x00E8BB8B,0x00E8BB8B
왬,辜,5759,3,0.857352,0.375348,1765,15,0,0.667341,0x00E8BE9C,0x00E8BE9C
왯,辣,5761,3,0.901319,0.375348,1766,15,0.080606,0.667341,0x00E8BEA3,0x00E8BEA3
왱,遽,5803,3,0.835369,0.417053,1767,15,0.161212,0.667341,0x00E981BD,0x00E981BD
외,月,737,0,0.263801,0.725452,409,5,0,0.886663,0x00E69C88,0x00E69C88
왹,鋏,5873,3,0.395701,0.500463,1768,15,0.241817,0.667341,0x00E98B8F,0x00E98B8F
왼,色,1418,1,0.395701,0.06595,802,8,0.725452,0.56424,0x00E889B2,0x00E889B2
욀,閾,5951,3,0.1319,0.583874,1769,15,0.322423,0.667341,0x00E996BE,0x00E996BE
욈,闊,5952,3,0.153884,0.583874,1770,15,0.403029,0.667341,0x00E9978A,0x00E9978A
욉,顰,6068,3,0.725452,0.667285,1771,15,0.483635,0.667341,0x00E9A1B0,0x00E9A1B0
욋,飄,6076,3,0.901319,0.667285,1772,15,0.56424,0.667341,0x00E9A384,0x00E9A384
욍,餞,6088,3,0.175867,0.70899,1773,15,0.644846,0.667341,0x00E9A49E,0x00E9A49E
요,俄,257,0,0.593552,0.483635,133,4,0,0,0x00E4BF84,0x00E4BF84
욕,騙,6125,3,0,0.750695,1774,15,0.725452,0.667341,0x00E9A899,0x00E9A899
욘,鬨,6172,3,0.043967,0.7924,1775,15,0.806058,0.667341,0x00E9ACA8,0x00E9ACA8
욜,魄,6178,3,0.175867,0.7924,1776,15,0.886663,0.667341,0x00E9AD84,0x00E9AD84
욤,鵺,6268,3,0.175867,0.875811,1777,15,0,0.834176,0x00E9B5BA,0x00E9B5BA
욥,遙,6353,3,0.06595,0.959221,1778,15,0.080606,0.834176,0x00E98199,0x00E98199
욧,仝,1,0,0.945286,0.06595,,,,,0x00E4BB9D,
용,隔,337,0,0.373718,0.527601,177,4,0.644846,0.241817,0x00E99A94,0x00E99A94
우,員,88,0,0.835369,0.395701,42,3,0.403029,0.322423,0x00E593A1,0x00E593A1
욱,口,846,0,0.681485,0.769419,474,6,0.403029,0.322423,0x00E58FA3,0x00E58FA3
운,科,231,0,0.021983,0.483635,117,3,0.644846,0.806058,0x00E7A791,0x00E7A791
울,怪,277,0,0.043967,0.505618,147,4,0.161212,0.080606,0x00E680AA,0x00E680AA
욹,亜,2,0,0.923302,0.351734,,,,,0x00E4BA9C,
욺,唖,3,0,0.945286,0.351734,,,,,0x00E59496,
움,弓,532,0,0.703469,0.615535,286,5,0.725452,0,0x00E5BC93,0x00E5BC93
웁,娃,4,0,0.967269,0.351734,,,,,0x00E5A883,
웃,拶,1037,0,0.923302,0.857352,581,7,0.322423,0.080606,0x00E68BB6,0x00E68BB6
웅,自,1140,0,0.219834,0.923302,644,7,0.56424,0.483635,0x00E887AA,0x00E887AA
워,技,498,0,0.945286,0.593552,264,4,0.886663,0.806058,0x00E68A80,0x00E68A80
웍,阿,5,0,0,0.373718,,,,,0x00E998BF,
원,活,355,0,0.769419,0.527601,185,4,0.322423,0.322423,0x00E6B4BB,0x00E6B4BB
월,験,772,0,0.043967,0.747435,432,6,0.886663,0,0x00E9A893,0x00E9A893
웜,姶,9,0,0.087934,0.373718,,,,,0x00E5A7B6,
웝,葵,11,0,0.1319,0.373718,,,,,0x00E891B5,
웠,茜,12,0,0.153884,0.373718,,,,,0x00E88C9C,
웡,穐,13,0,0.175867,0.373718,,,,,0x00E7A990,
웨,渥,16,0,0.241817,0.373718,,,,,0x00E6B8A5,
웩,旭,17,0,0.263801,0.373718,,,,,0x00E697AD,
웬,葦,18,0,0.285784,0.373718,,,,,0x00E891A6,
웰,芦,19,0,0.307767,0.373718,,,,,0x00E88AA6,
웸,鯵,20,0,0.329751,0.373718,,,,,0x00E9AFB5,
웹,囚,1221,0,0.021983,0.967269,692,7,0.56424,0.806058,0x00E59B9A,0x00E59B9A
웽,梓,21,0,0.351734,0.373718,,,,,0x00E6A293,
위,仮,219,0,0.747435,0.461651,110,3,0.080606,0.806058,0x00E4BBAE,0x00E4BBAE
윅,斡,23,0,0.395701,0.373718,,,,,0x00E696A1,
윈,古,790,0,0.439668,0.747435,445,6,0,0.161212,0x00E58FA4,0x00E58FA4
윌,宛,25,0,0.439668,0.373718,,,,,0x00E5AE9B,
윔,虻,27,0,0.483635,0.373718,,,,,0x00E899BB,
윕,絢,29,0,0.527601,0.373718,,,,,0x00E7B5A2,
윗,鮎,31,0,0.571568,0.373718,,,,,0x00E9AE8E,
윙,或,32,0,0.593552,0.373718,,,,,0x00E68896,
유,育,74,0,0.527601,0.395701,36,3,0.886663,0.241817,0x00E882B2,0x00E882B2
육,郊,904,0,0.967269,0.791402,501,6,0.644846,0.483635,0x00E9838A,0x00E9838A
윤,粟,33,0,0.615535,0.373718,,,,,0x00E7B29F,
율,現,782,0,0.263801,0.747435,441,6,0.644846,0.080606,0x00E78FBE,0x00E78FBE
윰,袷,34,0,0.637518,0.373718,,,,,0x00E8A2B7,
윱,庵,36,0,0.681485,0.373718,,,,,0x00E5BAB5,
