hangul,kanji,font0_slot_index,font0_page,font0_u0,font0_v0,font1_slot_index,font1_page,font1_u0,font1_v0,code_hex_font0,code_hex_font1
가,安,35,0,0.659502,0.373718,12,3,0.886663,0.080606,0x00E5AE89,0x00E5AE89
각,回,272,0,0.923302,0.483635,143,4,0.806058,0,0x00E59B9E,0x00E59B9E
간,衛,145,0,0.109917,0.439668,66,3,0.403029,0.483635,0x00E8A19B,0x00E8A19B
갇,伸,1424,1,0.527601,0.06595,807,8,0.161212,0.644846,0x00E4BCB8,0x00E4BCB8
갈,健,741,0,0.351734,0.725452,412,5,0.241817,0.886663,0x00E581A5,0x00E581A5
갉,信,1425,1,0.549585,0.06595,808,8,0.241817,0.644846,0x00E4BFA1,0x00E4BFA1
갊,侵,1426,1,0.571568,0.06595,809,8,0.322423,0.644846,0x00E4BEB5,0x00E4BEB5
감,汗,409,0,0.967269,0.549585,209,4,0.322423,0.483635,0x00E6B197,0x00E6B197
갑,厳,776,0,0.1319,0.747435,435,6,0.161212,0.080606,0x00E58EB3,0x00E58EB3
값,隙,727,0,0.043967,0.725452,400,5,0.241817,0.806058,0x00E99A99,0x00E99A99
갓,唇,1427,1,0.593552,0.06595,810,8,0.403029,0.644846,0x00E59487,0x00E59487
갔,舟,1237,0,0.373718,0.967269,705,7,0.644846,0.886663,0x00E8889F,0x00E8889F
강,俺,211,0,0.571568,0.461651,103,3,0.483635,0.725452,0x00E4BFBA,0x00E4BFBA
갖,戸,798,0,0.615535,0.747435,450,6,0.403029,0.161212,0x00E688B8,0x00E688B8
갗,寝,1429,1,0.637518,0.06595,811,8,0.483635,0.644846,0x00E5AF9D,0x00E5AF9D
같,堅,747,0,0.483635,0.725452,416,5,0.56424,0.886663,0x00E5A085,0x00E5A085
갚,心,1431,1,0.681485,0.06595,812,8,0.56424,0.644846,0x00E5BF83,0x00E5BF83
갛,慎,1432,1,0.703469,0.06595,813,8,0.644846,0.644846,0x00E6858E,0x00E6858E
개,苛,244,0,0.307767,0.483635,127,3,0.483635,0.886663,0x00E88B9B,0x00E88B9B
객,瞬,1277,1,0.263801,0,729,8,0.644846,0.080606,0x00E79EAC,0x00E79EAC
갠,粧,1366,1,0.241817,0.043967,773,8,0.322423,0.403029,0x00E7B2A7,0x00E7B2A7
갤,振,1433,1,0.725452,0.06595,814,8,0.725452,0.644846,0x00E68CAF,0x00E68CAF
갬,新,1434,1,0.747435,0.06595,815,8,0.806058,0.644846,0x00E696B0,0x00E696B0
갭,森,1436,1,0.791402,0.06595,816,8,0.886663,0.644846,0x00E6A3AE,0x00E6A3AE
갯,浸,1438,1,0.835369,0.06595,817,8,0,0.725452,0x00E6B5B8,0x00E6B5B8
갰,深,1439,1,0.857352,0.06595,818,8,0.080606,0.725452,0x00E6B7B1,0x00E6B7B1
갱,裁,1000,0,0.109917,0.857352,564,6,0.886663,0.886663,0x00E8A381,0x00E8A381
갸,申,1440,1,0.879336,0.06595,819,8,0.161212,0.725452,0x00E794B3,0x00E794B3
갹,真,1442,1,0.923302,0.06595,820,8,0.241817,0.725452,0x00E79C9F,0x00E79C9F
갼,神,1443,1,0.945286,0.06595,821,8,0.322423,0.725452,0x00E7A59E,0x00E7A59E
걀,臣,1446,1,0.021983,0.087934,822,8,0.403029,0.725452,0x00E887A3,0x00E887A3
걋,薪,1448,1,0.06595,0.087934,823,8,0.483635,0.725452,0x00E896AA,0x00E896AA
걍,親,1449,1,0.087934,0.087934,824,8,0.56424,0.725452,0x00E8A6AA,0x00E8A6AA
걔,身,1451,1,0.1319,0.087934,825,8,0.644846,0.725452,0x00E8BAAB,0x00E8BAAB
걘,辛,1452,1,0.153884,0.087934,826,8,0.725452,0.725452,0x00E8BE9B,0x00E8BE9B
걜,進,1453,1,0.175867,0.087934,827,8,0.806058,0.725452,0x00E980B2,0x00E980B2
거,過,254,0,0.527601,0.483635,132,3,0.886663,0.886663,0x00E9818E,0x00E9818E
걱,針,1454,1,0.197851,0.087934,828,8,0.886663,0.725452,0x00E9879D,0x00E9879D
건,虐,523,0,0.505618,0.615535,277,5,0,0,0x00E89990,0x00E89990
걷,者,1181,0,0.1319,0.945286,663,7,0.161212,0.644846,0x00E88085,0x00E88085
걸,嫌,748,0,0.505618,0.725452,417,5,0.644846,0.886663,0x00E5AB8C,0x00E5AB8C
걺,震,1455,1,0.219834,0.087934,829,8,0,0.806058,0x00E99C87,0x00E99C87
검,確,329,0,0.197851,0.527601,172,4,0.241817,0.241817,0x00E7A2BA,0x00E7A2BA
겁,肖,1368,1,0.285784,0.043967,775,8,0.483635,0.403029,0x00E88296,0x00E88296
것,機,472,0,0.373718,0.593552,248,4,0.56424,0.725452,0x00E6A99F,0x00E6A99F
겄,人,1456,1,0.241817,0.087934,830,8,0.080606,0.806058,0x00E4BABA,0x00E4BABA
겅,仁,1457,1,0.263801,0.087934,831,8,0.161212,0.806058,0x00E4BB81,0x00E4BB81
겆,刃,1458,1,0.285784,0.087934,832,8,0.241817,0.806058,0x00E58883,0x00E58883
겉,塵,1459,1,0.307767,0.087934,833,8,0.322423,0.806058,0x00E5A1B5,0x00E5A1B5
겊,尋,1461,1,0.351734,0.087934,834,8,0.403029,0.806058,0x00E5B08B,0x00E5B08B
겋,甚,1462,1,0.373718,0.087934,835,8,0.483635,0.806058,0x00E7949A,0x00E7949A
게,映,134,0,0.857352,0.417684,61,3,0,0.483635,0x00E698A0,0x00E698A0
겐,授,1217,0,0.923302,0.945286,690,7,0.403029,0.806058,0x00E68E88,0x00E68E88
겔,尽,1463,1,0.395701,0.087934,836,8,0.56424,0.806058,0x00E5B0BD,0x00E5B0BD
겜,迅,1466,1,0.461651,0.087934,837,8,0.644846,0.806058,0x00E8BF85,0x00E8BF85
겝,陣,1467,1,0.483635,0.087934,838,8,0.725452,0.806058,0x00E999A3,0x00E999A3
겟,靭,1468,1,0.505618,0.087934,839,8,0.806058,0.806058,0x00E99DAD,0x00E99DAD
겠,間,431,0,0.461651,0.571568,222,4,0.403029,0.56424,0x00E99693,0x00E99693
겡,須,1471,1,0.571568,0.087934,840,8,0.886663,0.806058,0x00E9A088,0x00E9A088
겨,及,529,0,0.637518,0.615535,283,5,0.483635,0,0x00E58F8A,0x00E58F8A
격,案,39,0,0.747435,0.373718,14,3,0.080606,0.161212,0x00E6A188,0x00E6A188
겪,十,1252,0,0.703469,0.967269,713,8,0.322423,0,0x00E58D81,0x00E58D81
견,詰,516,0,0.351734,0.615535,273,4,0.644846,0.886663,0x00E8A9B0,0x00E8A9B0
겯,図,1473,1,0.615535,0.087934,841,8,0,0.886663,0x00E59BB3,0x00E59BB3
결,魁,284,0,0.197851,0.505618,153,4,0.644846,0.080606,0x00E9AD81,0x00E9AD81
겸,酌,1193,0,0.395701,0.945286,671,7,0.806058,0.644846,0x00E9858C,0x00E9858C
겹,吹,1476,1,0.681485,0.087934,842,8,0.080606,0.886663,0x00E590B9,0x00E590B9
겻,垂,1477,1,0.703469,0.087934,843,8,0.161212,0.886663,0x00E59E82,0x00E59E82
겼,緒,1302,1,0.813385,0,738,8,0.403029,0.161212,0x00E7B792,0x00E7B792
경,壊,274,0,0.967269,0.483635,145,4,0,0.080606,0x00E5A38A,0x00E5A38A
곁,障,1384,1,0.637518,0.043967,782,8,0.080606,0.483635,0x00E99A9C,0x00E99A9C
계,稼,241,0,0.241817,0.483635,124,3,0.241817,0.886663,0x00E7A8BC,0x00E7A8BC
곈,推,1479,1,0.747435,0.087934,844,8,0.241817,0.886663,0x00E68EA8,0x00E68EA8
곌,水,1480,1,0.769419,0.087934,845,8,0.322423,0.886663,0x00E6B0B4,0x00E6B0B4
곕,睡,1482,1,0.813385,0.087934,846,8,0.403029,0.886663,0x00E79DA1,0x00E79DA1
곗,翠,1484,1,0.857352,0.087934,847,8,0.483635,0.886663,0x00E7BFA0,0x00E7BFA0
고,渦,113,0,0.395701,0.417684,54,3,0.403029,0.403029,0x00E6B8A6,0x00E6B8A6
곡,煙,171,0,0.681485,0.439668,83,3,0.806058,0.56424,0x00E78599,0x00E78599
곤,衰,1485,1,0.879336,0.087934,848,8,0.56424,0.886663,0x00E8A1B0,0x00E8A1B0
곧,遂,1486,1,0.901319,0.087934,849,8,0.644846,0.886663,0x00E98182,0x00E98182
골,賜,1117,0,0.703469,0.901319,630,7,0.403029,0.403029,0x00E8B39C,0x00E8B39C
곪,酔,1487,1,0.923302,0.087934,850,8,0.725452,0.886663,0x00E98594,0x00E98594
곬,随,1490,1,0,0.109917,851,8,0.806058,0.886663,0x00E99A8F,0x00E99A8F
곯,数,1495,1,0.109917,0.109917,852,8,0.886663,0.886663,0x00E695B0,0x00E695B0
곰,菅,1502,1,0.263801,0.109917,853,9,0,0,0x00E88F85,0x00E88F85
곱,姉,1083,0,0.945286,0.879336,607,7,0.483635,0.241817,0x00E5A789,0x00E5A789
곳,固,792,0,0.483635,0.747435,447,6,0.161212,0.161212,0x00E59BBA,0x00E59BBA
공,引,91,0,0.901319,0.395701,44,3,0.56424,0.322423,0x00E5BC95,0x00E5BC95
곶,裾,1505,1,0.329751,0.109917,854,9,0.080606,0,0x00E8A3BE,0x00E8A3BE
과,汚,183,0,0.945286,0.439668,88,3,0.241817,0.644846,0x00E6B19A,0x00E6B19A
곽,澄,1506,1,0.351734,0.109917,855,9,0.161212,0,0x00E6BE84,0x00E6BE84
관,遣,768,0,0.945286,0.725452,429,6,0.644846,0,0x00E981A3,0x00E981A3
괄,寸,1508,1,0.395701,0.109917,856,9,0.241817,0,0x00E5AFB8,0x00E5AFB8
괆,世,1509,1,0.417684,0.109917,857,9,0.322423,0,0x00E4B896,0x00E4B896
괌,是,1512,1,0.483635,0.109917,858,9,0.403029,0,0x00E698AF,0x00E698AF
괍,凄,1513,1,0.505618,0.109917,859,9,0.483635,0,0x00E58784,0x00E58784
괏,制,1514,1,0.527601,0.109917,860,9,0.56424,0,0x00E588B6,0x00E588B6
광,究,541,0,0.901319,0.615535,292,5,0.241817,0.080606,0x00E7A9B6,0x00E7A9B6
괘,私,1103,0,0.395701,0.901319,620,7,0.56424,0.322423,0x00E7A781,0x00E7A781
괜,此,942,0,0.813385,0.813385,526,6,0.725452,0.644846,0x00E6ADA4,0x00E6ADA4
괠,勢,1515,1,0.549585,0.109917,861,9,0.644846,0,0x00E58BA2,0x00E58BA2
괩,征,1517,1,0.593552,0.109917,862,9,0.725452,0,0x00E5BE81,0x00E5BE81
괬,性,1518,1,0.615535,0.109917,863,9,0.806058,0,0x00E680A7,0x00E680A7
괭,成,1519,1,0.637518,0.109917,864,9,0.886663,0,0x00E68890,0x00E68890
괴,泣,538,0,0.835369,0.615535,290,5,0.080606,0.080606,0x00E6B3A3,0x00E6B3A3
괵,政,1520,1,0.659502,0.109917,865,9,0,0.080606,0x00E694BF,0x00E694BF
괸,整,1521,1,0.681485,0.109917,866,9,0.080606,0.080606,0x00E695B4,0x00E695B4
괼,星,1522,1,0.703469,0.109917,867,9,0.161212,0.080606,0x00E6989F,0x00E6989F
굄,晴,1523,1,0.725452,0.109917,868,9,0.241817,0.080606,0x00E699B4,0x00E699B4
굅,正,1526,1,0.791402,0.109917,869,9,0.322423,0.080606,0x00E6ADA3,0x00E6ADA3
굇,清,1527,1,0.813385,0.109917,870,9,0.403029,0.080606,0x00E6B885,0x00E6B885
굉,尚,1333,1,0.505618,0.021983,757,8,0,0.322423,0x00E5B09A,0x00E5B09A
교,遇,653,0,0.395701,0.681485,360,5,0.886663,0.483635,0x00E98187,0x00E98187
굔,牲,1528,1,0.835369,0.109917,871,9,0.483635,0.080606,0x00E789B2,0x00E789B2
굘,生,1529,1,0.857352,0.109917,872,9,0.56424,0.080606,0x00E7949F,0x00E7949F
굡,盛,1530,1,0.879336,0.109917,873,9,0.644846,0.080606,0x00E79B9B,0x00E79B9B
굣,精,1531,1,0.901319,0.109917,874,9,0.725452,0.080606,0x00E7B2BE,0x00E7B2BE
구,牙,260,0,0.659502,0.483635,135,4,0.161212,0,0x00E78999,0x00E78999
국,居,550,0,0.109917,0.637518,299,5,0.806058,0.080606,0x00E5B185,0x00E5B185
군,改,283,0,0.175867,0.505618,152,4,0.56424,0.080606,0x00E694B9,0x00E694B9
굳,聖,1532,1,0.923302,0.109917,875,9,0.806058,0.080606,0x00E88196,0x00E88196
굴,凶,572,0,0.593552,0.637518,312,5,0.886663,0.161212,0x00E587B6,0x00E587B6
굵,声,1533,1,0.945286,0.109917,876,9,0.886663,0.080606,0x00E5A3B0,0x00E5A3B0
굶,製,1534,1,0.967269,0.109917,877,9,0,0.161212,0x00E8A3BD,0x00E8A3BD
굻,西,1535,1,0,0.1319,878,9,0.080606,0.161212,0x00E8A5BF,0x00E8A5BF
굼,誠,1536,1,0.021983,0.1319,879,9,0.161212,0.161212,0x00E8AAA0,0x00E8AAA0
굽,誓,1537,1,0.043967,0.1319,880,9,0.241817,0.161212,0x00E8AA93,0x00E8AA93
굿,請,1538,1,0.06595,0.1319,881,9,0.322423,0.161212,0x00E8AB8B,0x00E8AB8B
궁,謹,629,0,0.857352,0.659502,345,5,0.644846,0.403029,0x00E8ACB9,0x00E8ACB9
궂,醒,1540,1,0.109917,0.1319,882,9,0.403029,0.161212,0x00E98692,0x00E98692
궈,青,1541,1,0.1319,0.1319,883,9,0.483635,0.161212,0x00E99D92,0x00E99D92
궉,静,1542,1,0.153884,0.1319,884,9,0.56424,0.161212,0x00E99D99,0x00E99D99
권,興,594,0,0.087934,0.659502,327,5,0.161212,0.322423,0x00E88888,0x00E88888
궐,斉,1543,1,0.175867,0.1319,885,9,0.644846,0.161212,0x00E69689,0x00E69689
궜,脆,1545,1,0.219834,0.1319,886,9,0.725452,0.161212,0x00E88486,0x00E88486
궝,席,1547,1,0.263801,0.1319,887,9,0.806058,0.161212,0x00E5B8AD,0x00E5B8AD
궤,惜,1548,1,0.285784,0.1319,888,9,0.886663,0.161212,0x00E6839C,0x00E6839C
궷,昔,1551,1,0.351734,0.1319,889,9,0,0.241817,0x00E69894,0x00E69894
귀,牛,548,0,0.06595,0.637518,297,5,0.644846,0.080606,0x00E7899B,0x00E7899B
귁,石,1553,1,0.395701,0.1319,890,9,0.080606,0.241817,0x00E79FB3,0x00E79FB3
귄,積,1554,1,0.417684,0.1319,891,9,0.161212,0.241817,0x00E7A98D,0x00E7A98D
귈,績,1556,1,0.461651,0.1319,892,9,0.241817,0.241817,0x00E7B8BE,0x00E7B8BE
귐,責,1558,1,0.505618,0.1319,893,9,0.322423,0.241817,0x00E8B2AC,0x00E8B2AC
귑,赤,1559,1,0.527601,0.1319,894,9,0.403029,0.241817,0x00E8B5A4,0x00E8B5A4
귓,跡,1560,1,0.549585,0.1319,895,9,0.483635,0.241817,0x00E8B7A1,0x00E8B7A1
규,式,1145,0,0.329751,0.923302,647,7,0.806058,0.483635,0x00E5BC8F,0x00E5BC8F
균,寂,1197,0,0.483635,0.945286,674,7,0.080606,0.725452,0x00E5AF82,0x00E5AF82
귤,切,1563,1,0.615535,0.1319,896,9,0.56424,0.241817,0x00E58887,0x00E58887
그,加,224,0,0.857352,0.461651,113,3,0.322423,0.806058,0x00E58AA0,0x00E58AA0
극,館,436,0,0.571568,0.571568,225,4,0.644846,0.56424,0x00E9A4A8,0x00E9A4A8
근,恭,584,0,0.857352,0.637518,318,5,0.403029,0.241817,0x00E681AD,0x00E681AD
귿,接,1565,1,0.659502,0.1319,897,9,0.644846,0.241817,0x00E68EA5,0x00E68EA5
글,顧,813,0,0.945286,0.747435,456,6,0.886663,0.161212,0x00E9A1A7,0x00E9A1A7
긁,摂,1566,1,0.681485,0.1319,898,9,0.725452,0.241817,0x00E69182,0x00E69182
금,崖,302,0,0.593552,0.505618,163,4,0.483635,0.161212,0x00E5B496,0x00E5B496
급,格,325,0,0.109917,0.527601,170,4,0.080606,0.241817,0x00E6A0BC,0x00E6A0BC
긋,首,1212,0,0.813385,0.945286,687,7,0.161212,0.806058,0x00E9A696,0x00E9A696
긍,証,1375,1,0.439668,0.043967,777,8,0.644846,0.403029,0x00E8A8BC,0x00E8A8BC
긔,折,1567,1,0.703469,0.1319,899,9,0.806058,0.241817,0x00E68A98,0x00E68A98
기,握,15,0,0.219834,0.373718,6,3,0.403029,0.080606,0x00E68FA1,0x00E68FA1
긱,設,1568,1,0.725452,0.1319,900,9,0.886663,0.241817,0x00E8A8AD,0x00E8A8AD
긴,罪,1006,0,0.241817,0.857352,569,7,0.322423,0,0x00E7BDAA,0x00E7BDAA
긷,節,1570,1,0.769419,0.1319,901,9,0,0.322423,0x00E7AF80,0x00E7AF80
길,肝,423,0,0.285784,0.571568,218,4,0.080606,0.56424,0x00E8829D,0x00E8829D
긺,説,1571,1,0.791402,0.1319,902,9,0.080606,0.322423,0x00E8AAAC,0x00E8AAAC
김,渓,703,0,0.505618,0.703469,386,5,0.080606,0.725452,0x00E6B893,0x00E6B893
깁,灼,1191,0,0.351734,0.945286,670,7,0.725452,0.644846,0x00E781BC,0x00E781BC
깃,醜,1248,0,0.615535,0.967269,711,8,0.161212,0,0x00E9869C,0x00E9869C
깅,雪,1572,1,0.813385,0.1319,903,9,0.161212,0.322423,0x00E99BAA,0x00E99BAA
깆,絶,1573,1,0.835369,0.1319,904,9,0.241817,0.322423,0x00E7B5B6,0x00E7B5B6
깊,鍵,769,0,0.967269,0.725452,430,6,0.725452,0,0x00E98DB5,0x00E98DB5
까,垣,315,0,0.879336,0.505618,167,4,0.806058,0.161212,0x00E59EA3,0x00E59EA3
깍,舌,1574,1,0.857352,0.1319,905,9,0.322423,0.322423,0x00E8888C,0x00E8888C
깎,己,795,0,0.549585,0.747435,449,6,0.322423,0.161212,0x00E5B7B1,0x00E5B7B1
깐,獣,1258,0,0.835369,0.967269,717,8,0.644846,0,0x00E78DA3,0x00E78DA3
깔,先,1577,1,0.923302,0.1319,906,9,0.403029,0.322423,0x00E58588,0x00E58588
깖,千,1578,1,0.945286,0.1319,907,9,0.483635,0.322423,0x00E58D83,0x00E58D83
깜,占,1579,1,0.967269,0.1319,908,9,0.56424,0.322423,0x00E58DA0,0x00E58DA0
깝,宣,1580,1,0,0.153884,909,9,0.644846,0.322423,0x00E5AEA3,0x00E5AEA3
깟,専,1581,1,0.021983,0.153884,910,9,0.725452,0.322423,0x00E5B082,0x00E5B082
깠,川,1583,1,0.06595,0.153884,911,9,0.806058,0.322423,0x00E5B79D,0x00E5B79D
깡,戦,1584,1,0.087934,0.153884,912,9,0.886663,0.322423,0x00E688A6,0x00E688A6
깥,扇,1585,1,0.109917,0.153884,913,9,0,0.403029,0x00E68987,0x00E68987
깨,硬,884,0,0.527601,0.791402,491,6,0.806058,0.403029,0x00E7A1AC,0x00E7A1AC
깩,浅,1590,1,0.219834,0.153884,914,9,0.080606,0.403029,0x00E6B585,0x00E6B585
깬,杖,1400,1,0,0.06595,793,8,0,0.56424,0x00E69D96,0x00E69D96
깰,洗,1591,1,0.241817,0.153884,915,9,0.161212,0.403029,0x00E6B497,0x00E6B497
깸,染,1592,1,0.263801,0.153884,916,9,0.241817,0.403029,0x00E69F93,0x00E69F93
깹,潜,1593,1,0.285784,0.153884,917,9,0.322423,0.403029,0x00E6BD9C,0x00E6BD9C
깻,煽,1595,1,0.329751,0.153884,918,9,0.403029,0.403029,0x00E785BD,0x00E785BD
깼,旋,1596,1,0.351734,0.153884,919,9,0.483635,0.403029,0x00E6978B,0x00E6978B
깽,穿,1597,1,0.373718,0.153884,920,9,0.56424,0.403029,0x00E7A9BF,0x00E7A9BF
꺄,線,1599,1,0.417684,0.153884,921,9,0.644846,0.403029,0x00E7B79A,0x00E7B79A
꺅,繊,1600,1,0.439668,0.153884,922,9,0.725452,0.403029,0x00E7B98A,0x00E7B98A
꺌,羨,1601,1,0.461651,0.153884,923,9,0.806058,0.403029,0x00E7BEA8,0x00E7BEA8
꺼,船,1604,1,0.527601,0.153884,924,9,0.886663,0.403029,0x00E888B9,0x00E888B9
꺽,詮,1606,1,0.571568,0.153884,925,9,0,0.483635,0x00E8A9AE,0x00E8A9AE
꺾,示,1137,0,0.153884,0.923302,642,7,0.403029,0.483635,0x00E7A4BA,0x00E7A4BA
껀,選,1609,1,0.637518,0.153884,926,9,0.080606,0.483635,0x00E981B8,0x00E981B8
껄,閃,1613,1,0.725452,0.153884,927,9,0.161212,0.483635,0x00E99683,0x00E99683
껌,鮮,1614,1,0.747435,0.153884,928,9,0.241817,0.483635,0x00E9AEAE,0x00E9AEAE
껍,前,1615,1,0.769419,0.153884,929,9,0.322423,0.483635,0x00E5898D,0x00E5898D
껏,善,1616,1,0.791402,0.153884,930,9,0.403029,0.483635,0x00E59684,0x00E59684
껐,然,1618,1,0.835369,0.153884,931,9,0.483635,0.483635,0x00E784B6,0x00E784B6
껑,全,1619,1,0.857352,0.153884,932,9,0.56424,0.483635,0x00E585A8,0x00E585A8
께,兄,686,0,0.1319,0.703469,375,5,0.161212,0.644846,0x00E58584,0x00E58584
껙,狙,1631,1,0.1319,0.175867,933,9,0.644846,0.483635,0x00E78B99,0x00E78B99
껜,礎,1634,1,0.197851,0.175867,934,9,0.725452,0.483635,0x00E7A48E,0x00E7A48E
껨,祖,1635,1,0.219834,0.175867,935,9,0.806058,0.483635,0x00E7A596,0x00E7A596
껫,粗,1637,1,0.263801,0.175867,936,9,0.886663,0.483635,0x00E7B297,0x00E7B297
껭,素,1638,1,0.285784,0.175867,937,9,0,0.56424,0x00E7B4A0,0x00E7B4A0
껴,高,913,0,0.175867,0.813385,507,6,0.161212,0.56424,0x00E9AB98,0x00E9AB98
껸,組,1639,1,0.307767,0.175867,938,9,0.080606,0.56424,0x00E7B584,0x00E7B584
껼,阻,1642,1,0.373718,0.175867,939,9,0.161212,0.56424,0x00E998BB,0x00E998BB
꼇,創,1646,1,0.461651,0.175867,940,9,0.241817,0.56424,0x00E589B5,0x00E589B5
꼈,双,1647,1,0.483635,0.175867,941,9,0.322423,0.56424,0x00E58F8C,0x00E58F8C
꼍,倉,1649,1,0.527601,0.175867,942,9,0.403029,0.56424,0x00E58089,0x00E58089
꼐,奏,1652,1,0.593552,0.175867,943,9,0.483635,0.56424,0x00E5A58F,0x00E5A58F
꼬,爽,1653,1,0.615535,0.175867,944,9,0.56424,0.56424,0x00E788BD,0x00E788BD
꼭,層,1655,1,0.659502,0.175867,945,9,0.644846,0.56424,0x00E5B1A4,0x00E5B1A4
꼰,想,1658,1,0.725452,0.175867,946,9,0.725452,0.56424,0x00E683B3,0x00E683B3
꼲,捜,1659,1,0.747435,0.175867,947,9,0.806058,0.56424,0x00E68D9C,0x00E68D9C
꼴,掃,1660,1,0.769419,0.175867,948,9,0.886663,0.56424,0x00E68E83,0x00E68E83
꼼,掻,1662,1,0.813385,0.175867,949,9,0,0.644846,0x00E68EBB,0x00E68EBB
꼽,操,1663,1,0.835369,0.175867,950,9,0.080606,0.644846,0x00E6938D,0x00E6938D
꼿,早,1664,1,0.857352,0.175867,951,9,0.161212,0.644846,0x00E697A9,0x00E697A9
꽁,巣,1666,1,0.901319,0.175867,952,9,0.241817,0.644846,0x00E5B7A3,0x00E5B7A3
꽂,赦,1176,0,0.021983,0.945286,662,7,0.080606,0.644846,0x00E8B5A6,0x00E8B5A6
꽃,慌,865,0,0.109917,0.791402,481,6,0,0.403029,0x00E6858C,0x00E6858C
꽈,槍,1667,1,0.923302,0.175867,953,9,0.322423,0.644846,0x00E6A78D,0x00E6A78D
꽉,争,1671,1,0.021983,0.197851,954,9,0.403029,0.644846,0x00E4BA89,0x00E4BA89
꽐,痩,1672,1,0.043967,0.197851,955,9,0.483635,0.644846,0x00E797A9,0x00E797A9
꽜,相,1673,1,0.06595,0.197851,956,9,0.56424,0.644846,0x00E79BB8,0x00E79BB8
꽝,総,1676,1,0.1319,0.197851,957,9,0.644846,0.644846,0x00E7B78F,0x00E7B78F
꽤,承,1338,1,0.615535,0.021983,759,8,0.161212,0.322423,0x00E689BF,0x00E689BF
꽥,聡,1678,1,0.175867,0.197851,958,9,0.725452,0.644846,0x00E881A1,0x00E881A1
꽹,草,1679,1,0.197851,0.197851,959,9,0.806058,0.644846,0x00E88D89,0x00E88D89
꾀,哉,981,0,0.681485,0.835369,550,6,0.725452,0.806058,0x00E59389,0x00E59389
꾄,葬,1681,1,0.241817,0.197851,960,9,0.886663,0.644846,0x00E891AC,0x00E891AC
꾈,蒼,1682,1,0.263801,0.197851,961,9,0,0.725452,0x00E892BC,0x00E892BC
꾐,装,1684,1,0.307767,0.197851,962,9,0.080606,0.725452,0x00E8A385,0x00E8A385
꾑,走,1685,1,0.329751,0.197851,963,9,0.161212,0.725452,0x00E8B5B0,0x00E8B5B0
꾕,送,1686,1,0.351734,0.197851,964,9,0.241817,0.725452,0x00E98081,0x00E98081
꾜,遭,1687,1,0.373718,0.197851,965,9,0.322423,0.725452,0x00E981AD,0x00E981AD
꾸,辞,1142,0,0.263801,0.923302,645,7,0.644846,0.483635,0x00E8BE9E,0x00E8BE9E
꾹,騒,1690,1,0.439668,0.197851,966,9,0.403029,0.725452,0x00E9A892,0x00E9A892
꾼,像,1691,1,0.461651,0.197851,967,9,0.483635,0.725452,0x00E5838F,0x00E5838F
꿀,使,1075,0,0.769419,0.879336,601,7,0,0.241817,0x00E4BDBF,0x00E4BDBF
꿇,増,1692,1,0.483635,0.197851,968,9,0.56424,0.725452,0x00E5A297,0x00E5A297
꿈,元,774,0,0.087934,0.747435,433,6,0,0.080606,0x00E58583,0x00E58583
꿉,憎,1693,1,0.505618,0.197851,969,9,0.644846,0.725452,0x00E6868E,0x00E6868E
꿋,臓,1694,1,0.527601,0.197851,970,9,0.725452,0.725452,0x00E88793,0x00E88793
꿍,蔵,1695,1,0.549585,0.197851,971,9,0.806058,0.725452,0x00E894B5,0x00E894B5
꿎,贈,1696,1,0.571568,0.197851,972,9,0.886663,0.725452,0x00E8B488,0x00E8B488
꿔,造,1697,1,0.593552,0.197851,973,9,0,0.806058,0x00E980A0,0x00E980A0
꿜,促,1698,1,0.615535,0.197851,974,9,0.080606,0.806058,0x00E4BF83,0x00E4BF83
꿨,側,1699,1,0.637518,0.197851,975,9,0.161212,0.806058,0x00E581B4,0x00E581B4
꿩,則,1700,1,0.659502,0.197851,976,9,0.241817,0.806058,0x00E58987,0x00E58987
꿰,咲,1014,0,0.417684,0.857352,571,7,0.483635,0,0x00E592B2,0x00E592B2
꿱,即,1701,1,0.681485,0.197851,977,9,0.322423,0.806058,0x00E58DB3,0x00E58DB3
꿴,息,1702,1,0.703469,0.197851,978,9,0.403029,0.806058,0x00E681AF,0x00E681AF
꿸,捉,1703,1,0.725452,0.197851,979,9,0.483635,0.806058,0x00E68D89,0x00E68D89
뀀,束,1704,1,0.747435,0.197851,980,9,0.56424,0.806058,0x00E69D9F,0x00E69D9F
뀁,足,1706,1,0.791402,0.197851,981,9,0.644846,0.806058,0x00E8B6B3,0x00E8B6B3
뀄,速,1707,1,0.813385,0.197851,982,9,0.725452,0.806058,0x00E9809F,0x00E9809F
뀌,属,1709,1,0.857352,0.197851,983,9,0.806058,0.806058,0x00E5B19E,0x00E5B19E
뀐,賊,1710,1,0.879336,0.197851,984,9,0.886663,0.806058,0x00E8B38A,0x00E8B38A
뀔,族,1711,1,0.901319,0.197851,985,9,0,0.886663,0x00E6978F,0x00E6978F
뀜,続,1712,1,0.923302,0.197851,986,9,0.080606,0.886663,0x00E7B69A,0x00E7B69A
뀝,袖,1714,1,0.967269,0.197851,987,9,0.161212,0.886663,0x00E8A296,0x00E8A296
뀨,其,1715,1,0,0.219834,988,9,0.241817,0.886663,0x00E585B6,0x00E585B6
끄,言,785,0,0.329751,0.747435,442,6,0.725452,0.080606,0x00E8A880,0x00E8A880
